source_country,local_supplier_id,regional_supplier_id,mapping_type,mapping_status,mapping_source,effective_from,effective_to
SG,SG-SUP-022,RSUP-00022,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-023,RSUP-00023,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-024,RSUP-00024,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-025,RSUP-00025,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-026,RSUP-00081,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-027,RSUP-00082,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-028,RSUP-00083,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-029,RSUP-00084,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-030,RSUP-00085,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-031,RSUP-00086,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-032,RSUP-00087,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-033,RSUP-00088,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-034,RSUP-00089,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-035,RSUP-00090,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-036,RSUP-00091,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-037,RSUP-00092,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-038,RSUP-00093,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-039,RSUP-00094,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-040,RSUP-00095,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-041,RSUP-00096,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-042,RSUP-00097,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-043,RSUP-00098,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-044,RSUP-00099,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-045,RSUP-00100,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-046,RSUP-00101,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-047,RSUP-00102,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-048,RSUP-00103,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-049,RSUP-00104,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-050,RSUP-00105,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-051,RSUP-00106,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-052,RSUP-00107,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-053,RSUP-00108,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-054,RSUP-00109,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-055,RSUP-00110,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-056,RSUP-00111,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-057,RSUP-00112,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-058,RSUP-00113,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-059,RSUP-00114,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
SG,SG-SUP-060,RSUP-00115,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-001,RSUP-00001,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-002,RSUP-00002,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-003,RSUP-00003,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-004,RSUP-00004,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-005,RSUP-00005,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-006,RSUP-00006,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-007,RSUP-00007,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-008,RSUP-00008,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-009,RSUP-00009,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-010,RSUP-00010,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-011,RSUP-00011,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-012,RSUP-00012,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-013,RSUP-00013,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-014,RSUP-00014,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-015,RSUP-00015,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-016,RSUP-00016,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-017,RSUP-00017,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-018,RSUP-00018,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-019,RSUP-00019,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-020,RSUP-00020,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-021,RSUP-00021,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-022,RSUP-00022,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
